,X,Y,Part,Photo_id,Human_id
1,375,259,REye,19,118
2,451,259,LEye,19,118
3,377,356,RM,19,118
4,455,345,LM,19,118
5,261,300,REar,19,118
6,441,281,LEar,19,118
0,431,296,Nose,20,118
1,415,262,REye,20,118
2,490,257,LEye,20,118
3,415,359,RM,20,118
4,479,358,LM,20,118
5,433,305,REar,20,118
6,604,290,LEar,20,118
0,427,305,Nose,21,118
1,398,264,REye,21,118
2,483,259,LEye,21,118
3,403,362,RM,21,118
4,474,359,LM,21,118
5,395,292,REar,21,118
6,571,295,LEar,21,118
0,432,304,Nose,22,118
1,386,262,REye,22,118
2,472,258,LEye,22,118
3,397,362,RM,22,118
4,468,359,LM,22,118
5,332,303,REar,22,118
6,536,298,LEar,22,118
0,433,303,Nose,23,118
1,377,260,REye,23,118
2,461,257,LEye,23,118
3,394,361,RM,23,118
4,459,358,LM,23,118
5,293,301,REar,23,118
6,480,290,LEar,23,118
0,439,303,Nose,24,118
1,371,260,REye,24,118
2,449,260,LEye,24,118
3,393,365,RM,24,118
4,453,361,LM,24,118
5,258,304,REar,24,118
6,441,289,LEar,24,118
0,431,294,Nose,25,118
1,417,255,REye,25,118
2,491,252,LEye,25,118
3,417,347,RM,25,118
4,491,347,LM,25,118
5,439,290,REar,25,118
6,604,292,LEar,25,118
0,431,299,Nose,26,118
1,402,257,REye,26,118
2,486,255,LEye,26,118
3,403,346,RM,26,118
4,483,347,LM,26,118
5,382,286,REar,26,118
6,573,290,LEar,26,118
0,434,298,Nose,27,118
1,388,255,REye,27,118
2,474,255,LEye,27,118
3,388,348,RM,27,118
4,476,347,LM,27,118
5,327,296,REar,27,118
6,535,294,LEar,27,118
0,433,296,Nose,28,118
1,381,254,REye,28,118
2,465,253,LEye,28,118
3,384,348,RM,28,118
4,468,344,LM,28,118
5,292,294,REar,28,118
6,488,288,LEar,28,118
0,438,295,Nose,29,118
1,374,256,REye,29,118
2,451,254,LEye,29,118
3,380,350,RM,29,118
4,455,345,LM,29,118
5,261,300,REar,29,118
6,440,285,LEar,29,118
0,434,298,Nose,30,118
1,415,264,REye,30,118
2,489,256,LEye,30,118
3,420,359,RM,30,118
4,481,360,LM,30,118
5,446,298,REar,30,118
6,604,290,LEar,30,118
0,435,309,Nose,31,118
1,399,263,REye,31,118
2,480,259,LEye,31,118
3,403,362,RM,31,118
4,474,359,LM,31,118
5,399,294,REar,31,118
6,571,295,LEar,31,118
0,434,304,Nose,32,118
1,386,261,REye,32,118
2,471,258,LEye,32,118
3,395,363,RM,32,118
4,468,358,LM,32,118
5,332,303,REar,32,118
6,535,294,LEar,32,118
0,436,303,Nose,33,118
1,378,260,REye,33,118
2,461,257,LEye,33,118
3,393,362,RM,33,118
4,462,359,LM,33,118
5,293,301,REar,33,118
6,479,287,LEar,33,118
0,439,303,Nose,34,118
1,371,261,REye,34,118
2,450,258,LEye,34,118
3,395,362,RM,34,118
4,453,361,LM,34,118
5,265,307,REar,34,118
6,441,289,LEar,34,118
0,435,294,Nose,35,118
1,416,255,REye,35,118
2,492,253,LEye,35,118
3,417,347,RM,35,118
4,492,347,LM,35,118
5,453,300,REar,35,118
6,604,289,LEar,35,118
0,436,296,Nose,36,118
1,401,257,REye,36,118
2,483,255,LEye,36,118
3,398,348,RM,36,118
4,481,347,LM,36,118
5,394,279,REar,36,118
6,573,290,LEar,36,118
0,432,294,Nose,37,118
1,388,253,REye,37,118
2,476,252,LEye,37,118
3,390,348,RM,37,118
4,475,348,LM,37,118
5,330,285,REar,37,118
6,537,289,LEar,37,118
0,433,296,Nose,38,118
1,381,251,REye,38,118
2,466,253,LEye,38,118
3,383,347,RM,38,118
4,470,344,LM,38,118
5,292,294,REar,38,118
6,487,285,LEar,38,118
0,437,299,Nose,39,118
1,375,259,REye,39,118
2,451,259,LEye,39,118
3,380,350,RM,39,118
4,455,345,LM,39,118
5,261,300,REar,39,118
6,451,279,LEar,39,118
0,422,321,Nose,0,119
1,407,280,REye,0,119
2,487,277,LEye,0,119
3,407,378,RM,0,119
4,466,379,LM,0,119
5,411,333,REar,0,119
6,600,345,LEar,0,119
0,426,321,Nose,1,119
1,394,282,REye,1,119
2,480,278,LEye,1,119
3,406,376,RM,1,119
4,467,378,LM,1,119
5,378,330,REar,1,119
6,569,344,LEar,1,119
0,434,321,Nose,2,119
1,386,279,REye,2,119
2,477,277,LEye,2,119
3,405,381,RM,2,119
4,467,380,LM,2,119
5,334,353,REar,2,119
6,537,344,LEar,2,119
0,434,318,Nose,3,119
1,376,282,REye,3,119
2,462,275,LEye,3,119
3,403,380,RM,3,119
4,461,375,LM,3,119
5,298,357,REar,3,119
6,496,343,LEar,3,119
0,436,323,Nose,4,119
1,372,280,REye,4,119
2,451,273,LEye,4,119
3,398,382,RM,4,119
4,458,378,LM,4,119
5,257,357,REar,4,119
6,413,316,LEar,4,119
0,432,326,Nose,5,119
1,411,282,REye,5,119
2,493,280,LEye,5,119
3,416,372,RM,5,119
4,487,377,LM,5,119
5,411,333,REar,5,119
6,606,344,LEar,5,119
0,441,327,Nose,6,119
1,403,282,REye,6,119
2,491,282,LEye,6,119
3,404,372,RM,6,119
4,487,376,LM,6,119
5,384,329,REar,6,119
6,570,344,LEar,6,119
0,444,330,Nose,7,119
1,393,280,REye,7,119
2,487,282,LEye,7,119
3,396,375,RM,7,119
4,484,377,LM,7,119
5,339,346,REar,7,119
6,540,350,LEar,7,119
0,442,325,Nose,8,119
1,384,281,REye,8,119
2,474,282,LEye,8,119
3,387,375,RM,8,119
4,472,373,LM,8,119
5,297,350,REar,8,119
6,494,333,LEar,8,119
0,444,329,Nose,9,119
1,381,279,REye,9,119
2,460,279,LEye,9,119
3,383,377,RM,9,119
4,460,375,LM,9,119
5,262,350,REar,9,119
6,411,318,LEar,9,119
0,422,321,Nose,10,119
1,407,280,REye,10,119
2,487,277,LEye,10,119
3,407,378,RM,10,119
4,466,379,LM,10,119
5,411,333,REar,10,119
6,600,345,LEar,10,119
0,426,321,Nose,11,119
1,395,281,REye,11,119
2,483,277,LEye,11,119
3,406,376,RM,11,119
4,467,378,LM,11,119
5,378,330,REar,11,119
6,569,344,LEar,11,119
0,434,321,Nose,12,119
1,386,279,REye,12,119
2,477,277,LEye,12,119
3,405,381,RM,12,119
4,467,380,LM,12,119
5,334,353,REar,12,119
6,537,344,LEar,12,119
0,434,318,Nose,13,119
1,376,282,REye,13,119
2,462,275,LEye,13,119
3,403,380,RM,13,119
4,461,375,LM,13,119
5,298,357,REar,13,119
6,496,343,LEar,13,119
0,436,323,Nose,14,119
1,372,280,REye,14,119
2,451,273,LEye,14,119
3,398,382,RM,14,119
4,458,378,LM,14,119
5,257,357,REar,14,119
6,413,316,LEar,14,119
0,425,329,Nose,15,119
1,406,281,REye,15,119
2,487,280,LEye,15,119
3,412,372,RM,15,119
4,482,375,LM,15,119
5,401,327,REar,15,119
6,606,344,LEar,15,119
0,432,328,Nose,16,119
1,396,281,REye,16,119
2,485,280,LEye,16,119
3,404,372,RM,16,119
4,479,375,LM,16,119
5,384,329,REar,16,119
6,570,344,LEar,16,119
0,434,331,Nose,17,119
1,386,280,REye,17,119
2,482,280,LEye,17,119
3,396,375,RM,17,119
4,475,377,LM,17,119
5,339,346,REar,17,119
6,538,348,LEar,17,119
0,433,325,Nose,18,119
1,378,281,REye,18,119
2,469,280,LEye,18,119
3,387,375,RM,18,119
4,467,372,LM,18,119
5,297,350,REar,18,119
6,494,333,LEar,18,119
0,436,330,Nose,19,119
1,375,280,REye,19,119
2,456,278,LEye,19,119
3,383,377,RM,19,119
4,455,373,LM,19,119
5,262,350,REar,19,119
6,411,318,LEar,19,119
0,422,321,Nose,20,119
1,407,280,REye,20,119
2,485,273,LEye,20,119
3,407,378,RM,20,119
4,466,379,LM,20,119
5,411,333,REar,20,119
6,600,345,LEar,20,119
0,432,322,Nose,21,119
1,395,279,REye,21,119
2,485,275,LEye,21,119
3,406,379,RM,21,119
4,467,378,LM,21,119
5,378,330,REar,21,119
6,569,344,LEar,21,119
0,436,321,Nose,22,119
1,386,279,REye,22,119
2,479,274,LEye,22,119
3,405,381,RM,22,119
4,467,380,LM,22,119
5,334,353,REar,22,119
6,537,344,LEar,22,119
0,434,318,Nose,23,119
1,375,280,REye,23,119
2,466,274,LEye,23,119
3,403,380,RM,23,119
4,461,375,LM,23,119
5,298,357,REar,23,119
6,496,343,LEar,23,119
0,436,323,Nose,24,119
1,371,277,REye,24,119
2,455,273,LEye,24,119
3,398,382,RM,24,119
4,458,378,LM,24,119
5,257,357,REar,24,119
6,413,316,LEar,24,119
0,426,328,Nose,25,119
1,406,281,REye,25,119
2,487,278,LEye,25,119
3,416,372,RM,25,119
4,478,376,LM,25,119
5,404,335,REar,25,119
6,606,344,LEar,25,119
0,430,327,Nose,26,119
1,396,279,REye,26,119
2,485,280,LEye,26,119
3,404,372,RM,26,119
4,479,375,LM,26,119
5,384,329,REar,26,119
6,570,344,LEar,26,119
0,432,330,Nose,27,119
1,388,280,REye,27,119
2,480,280,LEye,27,119
3,396,375,RM,27,119
4,476,375,LM,27,119
5,337,347,REar,27,119
6,536,343,LEar,27,119
0,432,327,Nose,28,119
1,378,280,REye,28,119
2,469,278,LEye,28,119
3,387,375,RM,28,119
4,466,374,LM,28,119
5,297,350,REar,28,119
6,494,333,LEar,28,119
0,433,328,Nose,29,119
1,375,280,REye,29,119
2,458,278,LEye,29,119
3,383,377,RM,29,119
4,453,375,LM,29,119
5,262,350,REar,29,119
6,411,318,LEar,29,119
0,425,320,Nose,30,119
1,407,280,REye,30,119
2,486,273,LEye,30,119
3,407,378,RM,30,119
4,466,379,LM,30,119
5,411,333,REar,30,119
6,600,345,LEar,30,119
0,431,321,Nose,31,119
1,398,279,REye,31,119
2,483,274,LEye,31,119
3,406,376,RM,31,119
4,467,378,LM,31,119
5,378,330,REar,31,119
6,569,344,LEar,31,119
0,436,320,Nose,32,119
1,389,277,REye,32,119
2,480,273,LEye,32,119
3,405,381,RM,32,119
4,467,380,LM,32,119
5,334,353,REar,32,119
6,537,344,LEar,32,119
0,434,318,Nose,33,119
1,379,279,REye,33,119
2,465,274,LEye,33,119
3,403,380,RM,33,119
4,461,375,LM,33,119
5,298,357,REar,33,119
6,496,343,LEar,33,119
0,436,323,Nose,34,119
1,372,280,REye,34,119
2,456,271,LEye,34,119
3,398,382,RM,34,119
4,458,378,LM,34,119
5,257,357,REar,34,119
6,413,316,LEar,34,119
0,425,328,Nose,35,119
1,406,280,REye,35,119
2,487,280,LEye,35,119
3,416,372,RM,35,119
4,478,377,LM,35,119
5,410,329,REar,35,119
6,606,344,LEar,35,119
0,430,328,Nose,36,119
1,394,280,REye,36,119
2,483,281,LEye,36,119
3,404,372,RM,36,119
4,478,376,LM,36,119
5,384,329,REar,36,119
6,570,344,LEar,36,119
0,432,329,Nose,37,119
1,386,280,REye,37,119
2,479,280,LEye,37,119
3,393,378,RM,37,119
4,475,377,LM,37,119
5,339,346,REar,37,119
6,537,350,LEar,37,119
0,431,327,Nose,38,119
1,379,281,REye,38,119
2,468,280,LEye,38,119
3,387,375,RM,38,119
4,463,375,LM,38,119
5,297,350,REar,38,119
6,494,333,LEar,38,119
0,444,329,Nose,39,119
1,374,278,REye,39,119
2,460,279,LEye,39,119
3,383,377,RM,39,119
4,454,375,LM,39,119
5,262,350,REar,39,119
6,411,318,LEar,39,119
0,413,313,Nose,0,120
1,403,282,REye,0,120
2,476,277,LEye,0,120
3,404,371,RM,0,120
4,461,369,LM,0,120
5,457,306,REar,0,120
6,584,321,LEar,0,120
0,427,321,Nose,1,120
1,397,282,REye,1,120
2,474,278,LEye,1,120
3,403,372,RM,1,120
4,467,368,LM,1,120
5,449,302,REar,1,120
6,561,321,LEar,1,120
0,430,320,Nose,2,120
1,388,283,REye,2,120
2,473,279,LEye,2,120
3,401,375,RM,2,120
4,466,371,LM,2,120
5,331,335,REar,2,120
6,539,327,LEar,2,120
0,431,318,Nose,3,120
1,381,285,REye,3,120
2,460,278,LEye,3,120
3,394,375,RM,3,120
4,461,366,LM,3,120
5,302,337,REar,3,120
6,459,311,LEar,3,120
0,447,315,Nose,4,120
1,375,282,REye,4,120
2,452,278,LEye,4,120
3,394,375,RM,4,120
4,460,368,LM,4,120
5,273,334,REar,4,120
6,395,314,LEar,4,120
0,426,319,Nose,5,120
1,409,282,REye,5,120
2,485,278,LEye,5,120
3,415,373,RM,5,120
4,478,371,LM,5,120
5,467,309,REar,5,120
6,591,321,LEar,5,120
0,427,321,Nose,6,120
1,405,284,REye,6,120
2,487,281,LEye,6,120
3,403,372,RM,6,120
4,467,368,LM,6,120
5,449,302,REar,6,120
6,563,320,LEar,6,120
0,442,322,Nose,7,120
1,396,284,REye,7,120
2,480,281,LEye,7,120
3,401,375,RM,7,120
4,478,373,LM,7,120
5,331,335,REar,7,120
6,545,328,LEar,7,120
0,442,319,Nose,8,120
1,390,285,REye,8,120
2,467,279,LEye,8,120
3,394,375,RM,8,120
4,470,369,LM,8,120
5,307,337,REar,8,120
6,402,317,LEar,8,120
0,447,317,Nose,9,120
1,383,283,REye,9,120
2,460,279,LEye,9,120
3,394,375,RM,9,120
4,460,368,LM,9,120
5,273,334,REar,9,120
6,395,314,LEar,9,120
0,413,313,Nose,10,120
1,403,282,REye,10,120
2,476,277,LEye,10,120
3,404,371,RM,10,120
4,461,369,LM,10,120
5,457,306,REar,10,120
6,584,321,LEar,10,120
0,438,327,Nose,11,120
1,404,289,REye,11,120
2,484,286,LEye,11,120
3,411,380,RM,11,120
4,466,379,LM,11,120
5,449,302,REar,11,120
6,561,321,LEar,11,120
0,430,320,Nose,12,120
1,392,287,REye,12,120
2,479,286,LEye,12,120
3,408,385,RM,12,120
4,467,379,LM,12,120
5,331,335,REar,12,120
6,539,327,LEar,12,120
0,431,318,Nose,13,120
1,386,289,REye,13,120
2,466,285,LEye,13,120
3,408,386,RM,13,120
4,464,376,LM,13,120
5,302,337,REar,13,120
6,459,311,LEar,13,120
0,442,331,Nose,14,120
1,379,289,REye,14,120
2,457,284,LEye,14,120
3,406,387,RM,14,120
4,460,379,LM,14,120
5,273,334,REar,14,120
6,395,314,LEar,14,120
0,426,319,Nose,15,120
1,409,282,REye,15,120
2,485,278,LEye,15,120
3,415,373,RM,15,120
4,478,371,LM,15,120
5,467,309,REar,15,120
6,591,321,LEar,15,120
0,427,321,Nose,16,120
1,397,282,REye,16,120
2,474,278,LEye,16,120
3,403,372,RM,16,120
4,467,368,LM,16,120
5,449,302,REar,16,120
6,561,321,LEar,16,120
0,442,322,Nose,17,120
1,396,284,REye,17,120
2,480,281,LEye,17,120
3,401,375,RM,17,120
4,478,373,LM,17,120
5,331,335,REar,17,120
6,545,328,LEar,17,120
0,442,319,Nose,18,120
1,390,285,REye,18,120
2,467,279,LEye,18,120
3,394,375,RM,18,120
4,470,369,LM,18,120
5,307,337,REar,18,120
6,402,317,LEar,18,120
0,447,317,Nose,19,120
1,383,283,REye,19,120
2,460,279,LEye,19,120
3,394,375,RM,19,120
4,460,368,LM,19,120
5,273,334,REar,19,120
6,395,314,LEar,19,120
0,427,327,Nose,20,120
1,410,288,REye,20,120
2,485,284,LEye,20,120
3,417,382,RM,20,120
4,467,380,LM,20,120
5,457,306,REar,20,120
6,590,325,LEar,20,120
0,424,317,Nose,21,120
1,398,283,REye,21,120
2,479,279,LEye,21,120
3,399,374,RM,21,120
4,468,371,LM,21,120
5,460,308,REar,21,120
6,569,322,LEar,21,120
0,435,318,Nose,22,120
1,390,284,REye,22,120
2,476,278,LEye,22,120
3,404,376,RM,22,120
4,468,370,LM,22,120
5,331,339,REar,22,120
6,539,327,LEar,22,120
0,431,318,Nose,23,120
1,381,285,REye,23,120
2,460,278,LEye,23,120
3,394,375,RM,23,120
4,461,366,LM,23,120
5,302,337,REar,23,120
6,459,311,LEar,23,120
0,440,314,Nose,24,120
1,379,282,REye,24,120
2,453,276,LEye,24,120
3,402,377,RM,24,120
4,457,366,LM,24,120
5,273,334,REar,24,120
6,395,314,LEar,24,120
0,426,319,Nose,25,120
1,408,284,REye,25,120
2,483,278,LEye,25,120
3,415,373,RM,25,120
4,478,371,LM,25,120
5,467,309,REar,25,120
6,591,321,LEar,25,120
0,430,319,Nose,26,120
1,402,287,REye,26,120
2,484,281,LEye,26,120
3,408,373,RM,26,120
4,480,371,LM,26,120
5,457,304,REar,26,120
6,569,320,LEar,26,120
0,442,322,Nose,27,120
1,396,284,REye,27,120
2,480,281,LEye,27,120
3,401,375,RM,27,120
4,478,373,LM,27,120
5,335,336,REar,27,120
6,545,328,LEar,27,120
0,442,319,Nose,28,120
1,390,285,REye,28,120
2,467,279,LEye,28,120
3,397,374,RM,28,120
4,470,369,LM,28,120
5,307,337,REar,28,120
6,402,317,LEar,28,120
0,447,317,Nose,29,120
1,382,285,REye,29,120
2,460,279,LEye,29,120
3,393,380,RM,29,120
4,460,368,LM,29,120
5,273,334,REar,29,120
6,395,314,LEar,29,120
0,427,327,Nose,30,120
1,410,288,REye,30,120
2,485,284,LEye,30,120
3,417,382,RM,30,120
4,467,380,LM,30,120
5,457,306,REar,30,120
6,590,325,LEar,30,120
0,424,317,Nose,31,120
1,398,283,REye,31,120
2,479,279,LEye,31,120
3,399,374,RM,31,120
4,468,371,LM,31,120
5,460,308,REar,31,120
6,569,322,LEar,31,120
0,435,318,Nose,32,120
1,390,284,REye,32,120
2,476,278,LEye,32,120
3,404,376,RM,32,120
4,468,370,LM,32,120
5,331,339,REar,32,120
6,539,327,LEar,32,120
0,431,318,Nose,33,120
1,381,285,REye,33,120
2,460,278,LEye,33,120
3,394,375,RM,33,120
4,461,366,LM,33,120
5,302,337,REar,33,120
6,459,311,LEar,33,120
0,440,314,Nose,34,120
1,379,282,REye,34,120
2,453,276,LEye,34,120
3,402,377,RM,34,120
4,457,366,LM,34,120
5,273,334,REar,34,120
6,395,314,LEar,34,120
0,426,319,Nose,35,120
1,408,284,REye,35,120
2,483,278,LEye,35,120
3,415,373,RM,35,120
4,478,371,LM,35,120
5,467,309,REar,35,120
6,591,321,LEar,35,120
0,430,319,Nose,36,120
1,402,287,REye,36,120
2,484,281,LEye,36,120
3,408,373,RM,36,120
4,480,371,LM,36,120
5,457,304,REar,36,120
6,569,320,LEar,36,120
0,442,322,Nose,37,120
1,396,284,REye,37,120
2,480,281,LEye,37,120
3,401,375,RM,37,120
4,478,373,LM,37,120
5,335,336,REar,37,120
6,545,328,LEar,37,120
0,442,319,Nose,38,120
1,390,285,REye,38,120
2,467,279,LEye,38,120
3,397,374,RM,38,120
4,470,369,LM,38,120
5,307,337,REar,38,120
6,402,317,LEar,38,120
0,447,317,Nose,39,120
1,382,285,REye,39,120
2,460,279,LEye,39,120
3,393,380,RM,39,120
4,460,368,LM,39,120
5,273,334,REar,39,120
6,395,314,LEar,39,120
0,418,324,Nose,0,121
1,395,271,REye,0,121
2,476,269,LEye,0,121
3,407,384,RM,0,121
4,459,385,LM,0,121
5,435,308,REar,0,121
6,568,303,LEar,0,121
0,426,326,Nose,1,121
1,388,271,REye,1,121
2,476,271,LEye,1,121
3,395,384,RM,1,121
4,462,383,LM,1,121
5,373,310,REar,1,121
6,545,307,LEar,1,121
0,430,327,Nose,2,121
1,381,272,REye,2,121
2,477,272,LEye,2,121
3,394,388,RM,2,121
4,467,388,LM,2,121
5,330,310,REar,2,121
6,519,310,LEar,2,121
0,432,325,Nose,3,121
1,375,274,REye,3,121
2,464,269,LEye,3,121
3,389,389,RM,3,121
4,458,384,LM,3,121
5,302,312,REar,3,121
6,482,309,LEar,3,121
0,439,323,Nose,4,121
1,377,269,REye,4,121
2,453,269,LEye,4,121
3,393,390,RM,4,121
4,447,384,LM,4,121
5,273,311,REar,4,121
6,449,308,LEar,4,121
0,420,321,Nose,5,121
1,395,265,REye,5,121
2,478,265,LEye,5,121
3,401,368,RM,5,121
4,479,365,LM,5,121
5,430,314,REar,5,121
6,573,314,LEar,5,121
0,427,321,Nose,6,121
1,384,265,REye,6,121
2,477,269,LEye,6,121
3,394,368,RM,6,121
4,480,368,LM,6,121
5,368,310,REar,6,121
6,545,313,LEar,6,121
0,434,325,Nose,7,121
1,382,269,REye,7,121
2,476,269,LEye,7,121
3,384,372,RM,7,121
4,474,365,LM,7,121
5,326,303,REar,7,121
6,521,303,LEar,7,121
0,434,321,Nose,8,121
1,376,272,REye,8,121
2,467,267,LEye,8,121
3,379,369,RM,8,121
4,467,361,LM,8,121
5,301,312,REar,8,121
6,482,313,LEar,8,121
0,440,325,Nose,9,121
1,378,269,REye,9,121
2,454,266,LEye,9,121
3,372,372,RM,9,121
4,451,367,LM,9,121
5,271,309,REar,9,121
6,446,303,LEar,9,121
0,435,315,Nose,10,121
1,410,263,REye,10,121
2,496,263,LEye,10,121
3,416,376,RM,10,121
4,471,379,LM,10,121
5,442,307,REar,10,121
6,588,316,LEar,10,121
0,441,318,Nose,11,121
1,405,264,REye,11,121
2,494,265,LEye,11,121
3,410,378,RM,11,121
4,471,378,LM,11,121
5,386,307,REar,11,121
6,555,312,LEar,11,121
0,444,317,Nose,12,121
1,398,265,REye,12,121
2,488,267,LEye,12,121
3,410,379,RM,12,121
4,476,379,LM,12,121
5,341,310,REar,12,121
6,519,310,LEar,12,121
0,444,315,Nose,13,121
1,388,266,REye,13,121
2,475,265,LEye,13,121
3,404,379,RM,13,121
4,468,377,LM,13,121
5,311,311,REar,13,121
6,489,308,LEar,13,121
0,445,317,Nose,14,121
1,384,263,REye,14,121
2,462,263,LEye,14,121
3,404,381,RM,14,121
4,458,376,LM,14,121
5,284,313,REar,14,121
6,449,308,LEar,14,121
0,420,321,Nose,15,121
1,395,265,REye,15,121
2,478,265,LEye,15,121
3,401,368,RM,15,121
4,479,365,LM,15,121
5,430,314,REar,15,121
6,573,314,LEar,15,121
0,427,321,Nose,16,121
1,384,265,REye,16,121
2,477,269,LEye,16,121
3,394,368,RM,16,121
4,480,368,LM,16,121
5,368,310,REar,16,121
6,545,313,LEar,16,121
0,434,325,Nose,17,121
1,382,269,REye,17,121
2,476,269,LEye,17,121
3,384,372,RM,17,121
4,474,365,LM,17,121
5,326,303,REar,17,121
6,521,303,LEar,17,121
0,434,321,Nose,18,121
1,376,272,REye,18,121
2,467,267,LEye,18,121
3,379,369,RM,18,121
4,467,361,LM,18,121
5,301,312,REar,18,121
6,482,313,LEar,18,121
0,440,325,Nose,19,121
1,378,269,REye,19,121
2,454,266,LEye,19,121
3,372,372,RM,19,121
4,451,367,LM,19,121
5,271,309,REar,19,121
6,446,303,LEar,19,121
0,436,317,Nose,20,121
1,412,265,REye,20,121
2,496,263,LEye,20,121
3,416,376,RM,20,121
4,474,379,LM,20,121
5,441,310,REar,20,121
6,584,314,LEar,20,121
0,443,319,Nose,21,121
1,405,265,REye,21,121
2,494,265,LEye,21,121
3,413,377,RM,21,121
4,478,381,LM,21,121
5,387,315,REar,21,121
6,557,316,LEar,21,121
0,447,319,Nose,22,121
1,398,264,REye,22,121
2,492,264,LEye,22,121
3,408,380,RM,22,121
4,476,379,LM,22,121
5,348,312,REar,22,121
6,523,309,LEar,22,121
0,445,319,Nose,23,121
1,390,264,REye,23,121
2,477,264,LEye,23,121
3,408,380,RM,23,121
4,468,376,LM,23,121
5,315,311,REar,23,121
6,482,309,LEar,23,121
0,446,318,Nose,24,121
1,384,263,REye,24,121
2,464,265,LEye,24,121
3,403,381,RM,24,121
4,461,376,LM,24,121
5,281,312,REar,24,121
6,449,308,LEar,24,121
0,420,321,Nose,25,121
1,395,265,REye,25,121
2,478,265,LEye,25,121
3,401,368,RM,25,121
4,479,365,LM,25,121
5,430,314,REar,25,121
6,573,314,LEar,25,121
0,427,321,Nose,26,121
1,384,265,REye,26,121
2,477,269,LEye,26,121
3,394,368,RM,26,121
4,480,368,LM,26,121
5,368,310,REar,26,121
6,545,313,LEar,26,121
0,434,325,Nose,27,121
1,382,269,REye,27,121
2,476,269,LEye,27,121
3,384,372,RM,27,121
4,474,365,LM,27,121
5,326,303,REar,27,121
6,521,303,LEar,27,121
0,434,321,Nose,28,121
1,376,265,REye,28,121
2,467,267,LEye,28,121
3,379,369,RM,28,121
4,467,361,LM,28,121
5,301,312,REar,28,121
6,482,313,LEar,28,121
0,440,325,Nose,29,121
1,379,260,REye,29,121
2,454,266,LEye,29,121
3,372,372,RM,29,121
4,451,367,LM,29,121
5,271,309,REar,29,121
6,446,303,LEar,29,121
0,439,317,Nose,30,121
1,412,262,REye,30,121
2,495,263,LEye,30,121
3,415,374,RM,30,121
4,477,379,LM,30,121
5,447,316,REar,30,121
6,585,318,LEar,30,121
0,443,320,Nose,31,121
1,406,265,REye,31,121
2,496,265,LEye,31,121
3,409,377,RM,31,121
4,475,378,LM,31,121
5,393,316,REar,31,121
6,554,316,LEar,31,121
0,447,318,Nose,32,121
1,400,264,REye,32,121
2,492,265,LEye,32,121
3,406,380,RM,32,121
4,482,377,LM,32,121
5,347,315,REar,32,121
6,526,310,LEar,32,121
0,446,316,Nose,33,121
1,389,263,REye,33,121
2,477,263,LEye,33,121
3,405,378,RM,33,121
4,472,375,LM,33,121
5,313,316,REar,33,121
6,482,309,LEar,33,121
0,446,314,Nose,34,121
1,385,263,REye,34,121
2,464,263,LEye,34,121
3,404,381,RM,34,121
4,459,379,LM,34,121
5,283,316,REar,34,121
6,451,307,LEar,34,121
0,420,321,Nose,35,121
1,395,265,REye,35,121
2,478,265,LEye,35,121
3,401,368,RM,35,121
4,479,365,LM,35,121
5,430,314,REar,35,121
6,573,314,LEar,35,121
0,427,321,Nose,36,121
1,390,263,REye,36,121
2,477,269,LEye,36,121
3,394,368,RM,36,121
4,480,368,LM,36,121
5,368,310,REar,36,121
6,545,313,LEar,36,121
0,434,325,Nose,37,121
1,385,263,REye,37,121
2,480,265,LEye,37,121
3,384,372,RM,37,121
4,474,365,LM,37,121
5,326,303,REar,37,121
6,521,303,LEar,37,121
0,434,321,Nose,38,121
1,379,263,REye,38,121
2,467,267,LEye,38,121
3,379,369,RM,38,121
4,467,361,LM,38,121
5,301,312,REar,38,121
6,482,313,LEar,38,121
0,440,325,Nose,39,121
1,381,262,REye,39,121
2,454,266,LEye,39,121
3,372,372,RM,39,121
4,451,367,LM,39,121
5,271,309,REar,39,121
6,446,303,LEar,39,121
0,427,310,Nose,0,122
1,415,274,REye,0,122
2,482,271,LEye,0,122
3,417,365,RM,0,122
4,471,365,LM,0,122
5,435,302,REar,0,122
6,585,309,LEar,0,122
0,433,312,Nose,1,122
1,404,274,REye,1,122
2,476,271,LEye,1,122
3,409,368,RM,1,122
4,469,363,LM,1,122
5,402,305,REar,1,122
6,556,307,LEar,1,122
0,435,314,Nose,2,122
1,396,271,REye,2,122
2,473,268,LEye,2,122
3,401,366,RM,2,122
4,467,363,LM,2,122
5,343,311,REar,2,122
6,528,300,LEar,2,122
0,436,314,Nose,3,122
1,390,273,REye,3,122
2,464,271,LEye,3,122
3,401,366,RM,3,122
4,459,366,LM,3,122
5,320,314,REar,3,122
6,479,300,LEar,3,122
0,438,309,Nose,4,122
1,385,271,REye,4,122
2,453,269,LEye,4,122
3,396,368,RM,4,122
4,453,363,LM,4,122
5,285,315,REar,4,122
6,440,295,LEar,4,122
0,429,309,Nose,5,122
1,415,274,REye,5,122
2,482,271,LEye,5,122
3,418,349,RM,5,122
4,489,349,LM,5,122
5,433,299,REar,5,122
6,587,309,LEar,5,122
0,433,310,Nose,6,122
1,405,274,REye,6,122
2,479,269,LEye,6,122
3,407,349,RM,6,122
4,488,346,LM,6,122
5,390,302,REar,6,122
6,558,309,LEar,6,122
0,436,313,Nose,7,122
1,397,272,REye,7,122
2,473,269,LEye,7,122
3,395,349,RM,7,122
4,479,344,LM,7,122
5,346,307,REar,7,122
